<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
MO.US,D,19700311,000000,0.01615,0.01615,0.01615,0.01615,9537106,0
MO.US,D,19700312,000000,0.01615,0.01615,0.01615,0.01615,7537391,0
MO.US,D,19700313,000000,0.01615,0.01615,0.01615,0.01615,3614873,0
MO.US,D,19700316,000000,0.01615,0.01615,0.01615,0.01615,4999289,0
MO.US,D,19700317,000000,0.01615,0.01615,0.01615,0.01615,6306795,0
MO.US,D,19700318,000000,0.01615,0.01615,0.01615,0.01615,4076342,0
MO.US,D,19700319,000000,0.01615,0.01615,0.01615,0.01615,9152546,0
MO.US,D,19700320,000000,0.01615,0.01615,0.01615,0.01615,6922097,0
MO.US,D,19700323,000000,0.01615,0.01615,0.01615,0.01615,6537529,0
MO.US,D,19700324,000000,0.01615,0.01615,0.01615,0.01615,4383995,0
MO.US,D,19700325,000000,0.01615,0.01615,0.01615,0.01615,30534127,0
MO.US,D,19700326,000000,0.01615,0.01615,0.01615,0.01615,11536827,0
MO.US,D,19700330,000000,0.01615,0.01615,0.01615,0.01615,12229033,0
MO.US,D,19700331,000000,0.01615,0.01615,0.01615,0.01615,2845748,0
MO.US,D,19700401,000000,0.01615,0.01615,0.01615,0.01615,17382147,0
MO.US,D,19700402,000000,0.01615,0.01615,0.01615,0.01615,43686112,0
MO.US,D,19700403,000000,0.01615,0.01615,0.01615,0.01615,116752673,0
MO.US,D,19700406,000000,0.01615,0.01615,0.01615,0.01615,8537251,0
MO.US,D,19700407,000000,0.01615,0.01615,0.01615,0.01615,5230028,0
MO.US,D,19700408,000000,0.01615,0.01615,0.01615,0.01615,7152834,0
MO.US,D,19700409,000000,0.01615,0.01615,0.01615,0.01615,8537251,0
MO.US,D,19700410,000000,0.01615,0.01615,0.0108,0.0108,12075210,0
MO.US,D,19700413,000000,0.0108,0.01615,0.0108,0.0108,10613876,0
MO.US,D,19700414,000000,0.0108,0.0108,0.0108,0.0108,12844335,0
MO.US,D,19700415,000000,0.0108,0.0108,0.0108,0.0108,31457077,0
MO.US,D,19700416,000000,0.0108,0.0108,0.0108,0.0108,7691215,0
MO.US,D,19700417,000000,0.0108,0.0108,0.0108,0.0108,4153261,0
MO.US,D,19700420,000000,0.0108,0.01615,0.0108,0.01615,13767279,0
MO.US,D,19700421,000000,0.01615,0.01615,0.0108,0.0108,5306941,0
MO.US,D,19700422,000000,0.0108,0.01615,0.0108,0.0108,10075494,0
MO.US,D,19700423,000000,0.0108,0.0108,0.0108,0.0108,5614582,0
MO.US,D,19700424,000000,0.0108,0.0108,0.0108,0.0108,8229597,0
MO.US,D,19700427,000000,0.0108,0.0108,0.0108,0.0108,9767839,0
MO.US,D,19700428,000000,0.0108,0.0108,0.0108,0.0108,12075210,0
MO.US,D,19700429,000000,0.0108,0.0108,0.0108,0.0108,13613453,0
MO.US,D,19700430,000000,0.0108,0.0108,0.0108,0.0108,4153261,0
MO.US,D,19700501,000000,0.0108,0.0108,0.0108,0.0108,6152974,0
MO.US,D,19700504,000000,0.0108,0.0108,0.0108,0.0108,9152546,0
MO.US,D,19700505,000000,0.0108,0.0108,0.0108,0.0108,6076063,0
MO.US,D,19700506,000000,0.0108,0.0108,0.0108,0.0108,12152121,0
MO.US,D,19700507,000000,0.0108,0.0108,0.0108,0.0108,20150984,0
MO.US,D,19700508,000000,0.0108,0.0108,0.0108,0.0108,1076769,0
MO.US,D,19700511,000000,0.0108,0.0108,0.0108,0.0108,3537961,0
MO.US,D,19700512,000000,0.0108,0.0108,0.0108,0.0108,4999289,0
MO.US,D,19700513,000000,0.0108,0.0108,0.0108,0.0108,11613735,0
MO.US,D,19700514,000000,0.0108,0.0108,0.0108,0.0108,7998858,0
MO.US,D,19700515,000000,0.0108,0.0108,0.0108,0.0108,6152974,0
MO.US,D,19700518,000000,0.0108,0.0108,0.0108,0.0108,2845748,0
MO.US,D,19700519,000000,0.0108,0.0108,0.0108,0.0108,7845041,0
MO.US,D,19700520,000000,0.0108,0.0108,0.0108,0.0108,13305807,0
MO.US,D,19700521,000000,0.0108,0.0108,0.0108,0.0108,39763590,0
MO.US,D,19700522,000000,0.0108,0.0108,0.0108,0.0108,9614020,0
MO.US,D,19700525,000000,0.0108,0.0108,0.0108,0.0108,6999006,0
MO.US,D,19700526,000000,0.0108,0.0108,0.0108,0.0108,9537106,0
MO.US,D,19700527,000000,0.0108,0.0108,0.0108,0.0108,9383279,0
MO.US,D,19700528,000000,0.0108,0.01615,0.0108,0.01615,13228889,0
MO.US,D,19700529,000000,0.01615,0.01615,0.01615,0.01615,29380451,0
MO.US,D,19700601,000000,0.01615,0.01615,0.01615,0.01615,28149851,0
MO.US,D,19700602,000000,0.01615,0.01615,0.01615,0.01615,31303253,0
MO.US,D,19700603,000000,0.01615,0.01615,0.01615,0.01615,31380164,0
MO.US,D,19700604,000000,0.01615,0.01615,0.01615,0.01615,43686112,0
MO.US,D,19700605,000000,0.01615,0.01615,0.01615,0.01615,62606501,0
MO.US,D,19700608,000000,0.01615,0.01615,0.01615,0.01615,61222085,0
MO.US,D,19700609,000000,0.01615,0.01615,0.01615,0.01615,28149851,0
MO.US,D,19700610,000000,0.01615,0.01615,0.01615,0.01615,14382572,0
MO.US,D,19700611,000000,0.01615,0.01615,0.01615,0.01615,10536967,0
MO.US,D,19700612,000000,0.01615,0.01615,0.01615,0.01615,20843199,0
MO.US,D,19700615,000000,0.01615,0.01615,0.01615,0.01615,16228464,0
MO.US,D,19700616,000000,0.01615,0.01615,0.01615,0.01615,20381720,0
MO.US,D,19700617,000000,0.01615,0.01615,0.01615,0.01615,26380879,0
MO.US,D,19700618,000000,0.01615,0.01615,0.01615,0.01615,25919398,0
MO.US,D,19700619,000000,0.01615,0.01615,0.01615,0.01615,16766848,0
MO.US,D,19700622,000000,0.01615,0.01615,0.01615,0.01615,16459205,0
MO.US,D,19700623,000000,0.01615,0.01615,0.01615,0.01615,16613029,0
MO.US,D,19700624,000000,0.01615,0.01615,0.01615,0.01615,19381862,0
MO.US,D,19700625,000000,0.01615,0.01615,0.01615,0.01615,21150845,0
MO.US,D,19700626,000000,0.01615,0.01615,0.01615,0.01615,14920958,0
MO.US,D,19700629,000000,0.01615,0.01615,0.01615,0.01615,6537529,0
MO.US,D,19700630,000000,0.01615,0.01615,0.01615,0.01615,9229457,0
MO.US,D,19700701,000000,0.01615,0.01615,0.01615,0.01615,5922236,0
MO.US,D,19700702,000000,0.01615,0.01615,0.01615,0.01615,21073930,0
MO.US,D,19700706,000000,0.01615,0.01615,0.01615,0.01615,12075210,0
MO.US,D,19700707,000000,0.01615,0.01615,0.01615,0.01615,32226201,0
MO.US,D,19700708,000000,0.01615,0.01615,0.01615,0.01615,17920534,0
MO.US,D,19700709,000000,0.01615,0.01615,0.01615,0.01615,16459205,0
MO.US,D,19700710,000000,0.01615,0.01615,0.01615,0.01615,28226768,0
MO.US,D,19700713,000000,0.01615,0.01615,0.01615,0.01615,11306092,0
MO.US,D,19700714,000000,0.01615,0.01615,0.01615,0.01615,8537251,0
