<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
MO.US,D,19830929,000000,0.1618,0.16723,0.1618,0.16723,59068545,0
MO.US,D,19830930,000000,0.16723,0.16723,0.16723,0.16723,25015682,0
MO.US,D,19831003,000000,0.16723,0.16723,0.16723,0.16723,68624878,0
MO.US,D,19831004,000000,0.16723,0.16723,0.16723,0.16723,38782958,0
MO.US,D,19831005,000000,0.16723,0.16723,0.16723,0.16723,39763590,0
MO.US,D,19831006,000000,0.16723,0.17259,0.16723,0.17259,108523071,0
MO.US,D,19831007,000000,0.17259,0.17259,0.17259,0.17259,65606078,0
MO.US,D,19831010,000000,0.17259,0.17259,0.17259,0.17259,22093026,0
MO.US,D,19831011,000000,0.17259,0.17259,0.17259,0.17259,37552368,0
MO.US,D,19831012,000000,0.16723,0.17259,0.16723,0.17259,46704913,0
MO.US,D,19831013,000000,0.17259,0.17259,0.17259,0.17259,21381582,0
MO.US,D,19831014,000000,0.17259,0.17259,0.17259,0.17259,55357538,0
MO.US,D,19831017,000000,0.17259,0.17259,0.17259,0.17259,23727407,0
MO.US,D,19831018,000000,0.17259,0.17259,0.16723,0.17259,40724997,0
MO.US,D,19831019,000000,0.16723,0.17259,0.16723,0.17259,30957146,0
MO.US,D,19831020,000000,0.17259,0.17781,0.17259,0.17259,73047327,0
MO.US,D,19831021,000000,0.17259,0.17781,0.17259,0.17781,69067125,0
MO.US,D,19831024,000000,0.17259,0.17259,0.17259,0.17259,70355408,0
MO.US,D,19831025,000000,0.17259,0.17259,0.17259,0.17259,52531011,0
MO.US,D,19831026,000000,0.17781,0.17781,0.17259,0.17259,101139494,0
MO.US,D,19831027,000000,0.17259,0.17259,0.17259,0.17259,35187315,0
MO.US,D,19831028,000000,0.17259,0.17259,0.17259,0.17259,42186322,0
MO.US,D,19831031,000000,0.17259,0.17259,0.16723,0.16723,68990210,0
MO.US,D,19831101,000000,0.16723,0.17259,0.16723,0.17259,43320780,0
MO.US,D,19831102,000000,0.16723,0.17259,0.16723,0.17259,68067262,0
MO.US,D,19831103,000000,0.17259,0.17259,0.16723,0.16723,30284168,0
MO.US,D,19831104,000000,0.16723,0.17259,0.16723,0.16723,35014263,0
MO.US,D,19831107,000000,0.16723,0.16723,0.1618,0.16723,40955731,0
MO.US,D,19831108,000000,0.16723,0.16723,0.1618,0.16723,49550665,0
MO.US,D,19831109,000000,0.16723,0.16723,0.16723,0.16723,41244150,0
MO.US,D,19831110,000000,0.16723,0.17259,0.16723,0.16723,67971132,0
MO.US,D,19831111,000000,0.16723,0.17259,0.16723,0.17259,37725418,0
MO.US,D,19831114,000000,0.17259,0.17259,0.17259,0.17259,36437135,0
MO.US,D,19831115,000000,0.17259,0.17259,0.17259,0.17259,44512918,0
MO.US,D,19831116,000000,0.17259,0.17259,0.17259,0.17259,31572446,0
MO.US,D,19831117,000000,0.17259,0.17259,0.17259,0.17259,56242015,0
MO.US,D,19831118,000000,0.17259,0.17259,0.17259,0.17259,57126506,0
MO.US,D,19831121,000000,0.17259,0.17259,0.17259,0.17259,38052293,0
MO.US,D,19831122,000000,0.17259,0.17259,0.17259,0.17259,39648225,0
MO.US,D,19831123,000000,0.17259,0.17259,0.16723,0.17259,52646378,0
MO.US,D,19831125,000000,0.17259,0.17259,0.17259,0.17259,40744221,0
MO.US,D,19831128,000000,0.17259,0.17259,0.17259,0.17259,46108845,0
MO.US,D,19831129,000000,0.17259,0.17781,0.17259,0.17781,61875840,0
MO.US,D,19831130,000000,0.17781,0.17781,0.17259,0.17259,54088478,0
MO.US,D,19831201,000000,0.17259,0.17781,0.17259,0.17781,31149426,0
MO.US,D,19831202,000000,0.17781,0.17781,0.17259,0.17781,95544141,0
MO.US,D,19831205,000000,0.17781,0.17781,0.17259,0.17781,39186750,0
MO.US,D,19831206,000000,0.17781,0.17781,0.17781,0.17781,48473891,0
MO.US,D,19831207,000000,0.17781,0.17781,0.17781,0.17781,23400529,0
MO.US,D,19831208,000000,0.17781,0.17781,0.17259,0.17259,100831854,0
MO.US,D,19831209,000000,0.17781,0.17781,0.17259,0.17781,112734009,0
MO.US,D,19831212,000000,0.17781,0.17781,0.17781,0.17781,70220807,0
MO.US,D,19831213,000000,0.17781,0.17781,0.17781,0.17781,54684546,0
MO.US,D,19831214,000000,0.17781,0.18338,0.17781,0.17781,69067125,0
MO.US,D,19831215,000000,0.17781,0.18338,0.17781,0.17781,33822119,0
MO.US,D,19831216,000000,0.18338,0.18338,0.17781,0.17781,72931961,0
MO.US,D,19831219,000000,0.17781,0.17781,0.17781,0.17781,31457077,0
MO.US,D,19831220,000000,0.17781,0.17781,0.17781,0.17781,36821697,0
MO.US,D,19831221,000000,0.17781,0.17781,0.17781,0.17781,55780552,0
MO.US,D,19831222,000000,0.17781,0.17781,0.17781,0.17781,38917559,0
MO.US,D,19831223,000000,0.17781,0.18338,0.17781,0.17781,32033922,0
MO.US,D,19831227,000000,0.17781,0.18338,0.17781,0.17781,13382716,0
MO.US,D,19831228,000000,0.17781,0.17781,0.17781,0.17781,38590685,0
MO.US,D,19831229,000000,0.17781,0.17781,0.17781,0.17781,26957716,0
MO.US,D,19831230,000000,0.17781,0.17781,0.17781,0.17781,32264656,0
MO.US,D,19840103,000000,0.17781,0.17781,0.17781,0.17781,40398119,0
MO.US,D,19840104,000000,0.17781,0.18338,0.17781,0.18338,75258559,0
MO.US,D,19840105,000000,0.18338,0.18338,0.18338,0.18338,94563509,0
MO.US,D,19840106,000000,0.18338,0.18338,0.18338,0.18338,43974528,0
MO.US,D,19840109,000000,0.18338,0.18338,0.18338,0.18338,34821984,0
MO.US,D,19840110,000000,0.18338,0.18338,0.18338,0.18338,33802892,0
MO.US,D,19840111,000000,0.18338,0.18338,0.18338,0.18338,44512918,0
MO.US,D,19840112,000000,0.18338,0.18338,0.18338,0.18338,52357957,0
MO.US,D,19840113,000000,0.18338,0.18338,0.18338,0.18338,52242593,0
MO.US,D,19840116,000000,0.18338,0.18338,0.18338,0.18338,53723152,0
MO.US,D,19840117,000000,0.18338,0.18338,0.18338,0.18338,28072941,0
MO.US,D,19840118,000000,0.18338,0.18338,0.18338,0.18338,88929696,0
MO.US,D,19840119,000000,0.18338,0.18338,0.18338,0.18338,41628710,0
MO.US,D,19840120,000000,0.18338,0.18338,0.18338,0.18338,37263947,0
MO.US,D,19840123,000000,0.18338,0.18338,0.18338,0.18338,36302538,0
MO.US,D,19840124,000000,0.18338,0.18338,0.18338,0.18338,22785227,0
MO.US,D,19840125,000000,0.18338,0.18338,0.18338,0.18338,34418190,0
MO.US,D,19840126,000000,0.18338,0.18338,0.18338,0.18338,25054136,0
MO.US,D,19840127,000000,0.18338,0.18874,0.18338,0.18874,41436428,0
MO.US,D,19840130,000000,0.18874,0.18874,0.18338,0.18338,60318372,0
MO.US,D,19840131,000000,0.18874,0.18874,0.18338,0.18338,137595875,0
MO.US,D,19840201,000000,0.18338,0.18874,0.18338,0.18338,125616793,0
MO.US,D,19840202,000000,0.18338,0.18338,0.17781,0.18338,94025123,0
MO.US,D,19840203,000000,0.18338,0.18338,0.17781,0.17781,69759334,0
MO.US,D,19840206,000000,0.17259,0.17781,0.17259,0.17259,72682001,0
MO.US,D,19840207,000000,0.17259,0.17781,0.17259,0.17781,66702085,0
MO.US,D,19840208,000000,0.17259,0.17781,0.17259,0.17259,51050443,0
MO.US,D,19840209,000000,0.17259,0.17781,0.17259,0.17259,78181216,0
MO.US,D,19840210,000000,0.17259,0.17781,0.17259,0.17259,52165676,0
MO.US,D,19840213,000000,0.17259,0.17781,0.17259,0.17259,34245144,0
MO.US,D,19840214,000000,0.17259,0.17781,0.17259,0.17259,39975092,0
MO.US,D,19840215,000000,0.17259,0.17781,0.17259,0.17259,37552368,0
MO.US,D,19840216,000000,0.17259,0.17259,0.17259,0.17259,50992770,0
MO.US,D,19840217,000000,0.17259,0.17259,0.17259,0.17259,21458494,0
MO.US,D,19840221,000000,0.17259,0.17259,0.16723,0.16723,53838511,0
MO.US,D,19840222,000000,0.16723,0.17259,0.16723,0.16723,71278346,0
MO.US,D,19840223,000000,0.16723,0.17259,0.16723,0.17259,70105439,0
MO.US,D,19840224,000000,0.17259,0.17259,0.17259,0.17259,50377467,0
MO.US,D,19840227,000000,0.17259,0.17259,0.17259,0.17259,51819567,0
MO.US,D,19840228,000000,0.17259,0.17259,0.17259,0.17259,43032357,0
MO.US,D,19840229,000000,0.17259,0.17259,0.16723,0.17259,93025265,0
MO.US,D,19840301,000000,0.17259,0.17259,0.17259,0.17259,41724846,0
MO.US,D,19840302,000000,0.17259,0.17259,0.17259,0.17259,60510646,0
MO.US,D,19840305,000000,0.17259,0.17259,0.17259,0.17259,35879528,0
MO.US,D,19840306,000000,0.17259,0.17259,0.17259,0.17259,67951894,0
MO.US,D,19840307,000000,0.17259,0.17259,0.16723,0.17259,82199879,0
MO.US,D,19840308,000000,0.16723,0.17259,0.16723,0.16723,99966590,0
MO.US,D,19840309,000000,0.16723,0.16723,0.1563,0.1618,165649581,0
MO.US,D,19840312,000000,0.16723,0.16723,0.1618,0.16723,58357103,0
MO.US,D,19840313,000000,0.16723,0.16723,0.16723,0.16723,62721867,0
MO.US,D,19840314,000000,0.1618,0.16723,0.1618,0.1618,50685121,0
MO.US,D,19840315,000000,0.1618,0.16723,0.1618,0.16723,66067552,0
MO.US,D,19840316,000000,0.16723,0.16723,0.16723,0.16723,71009156,0
MO.US,D,19840319,000000,0.16723,0.16723,0.16723,0.16723,36167952,0
MO.US,D,19840320,000000,0.16723,0.16723,0.16723,0.16723,43493827,0
MO.US,D,19840321,000000,0.16723,0.16723,0.16723,0.16723,40494256,0
MO.US,D,19840322,000000,0.16723,0.16723,0.16723,0.16723,24784946,0
MO.US,D,19840323,000000,0.16723,0.17259,0.16723,0.16723,40321202,0
MO.US,D,19840326,000000,0.17259,0.17259,0.16723,0.16723,27803753,0
MO.US,D,19840327,000000,0.16723,0.17259,0.16723,0.16723,14805587,0
MO.US,D,19840328,000000,0.16723,0.17259,0.16723,0.17259,36629421,0
MO.US,D,19840329,000000,0.16723,0.17259,0.16723,0.17259,47724002,0
MO.US,D,19840330,000000,0.17259,0.17259,0.17259,0.17259,25227190,0
MO.US,D,19840402,000000,0.17259,0.17259,0.17259,0.17259,29649637,0
MO.US,D,19840403,000000,0.17259,0.17259,0.17259,0.17259,18728112,0
MO.US,D,19840404,000000,0.17259,0.17259,0.16723,0.16723,25323331,0
MO.US,D,19840405,000000,0.16723,0.16723,0.1618,0.1618,37456228,0
MO.US,D,19840406,000000,0.16723,0.16723,0.1618,0.16723,31380164,0
MO.US,D,19840409,000000,0.16723,0.16723,0.16723,0.16723,36860154,0
MO.US,D,19840410,000000,0.16723,0.16723,0.16723,0.16723,34283598,0
MO.US,D,19840411,000000,0.16723,0.16723,0.16723,0.16723,13594228,0
MO.US,D,19840412,000000,0.16723,0.16723,0.1618,0.16723,33187600,0
MO.US,D,19840413,000000,0.16723,0.16723,0.16723,0.16723,64894646,0
MO.US,D,19840416,000000,0.16723,0.16723,0.1618,0.1618,119617640,0
MO.US,D,19840417,000000,0.16723,0.16723,0.1618,0.1618,156285522,0
MO.US,D,19840418,000000,0.1618,0.1618,0.1618,0.1618,138884142,0
MO.US,D,19840419,000000,0.1618,0.1618,0.1563,0.1618,56914999,0
MO.US,D,19840423,000000,0.1618,0.1618,0.1563,0.1618,37283173,0
MO.US,D,19840424,000000,0.1618,0.1618,0.1618,0.1618,77354410,0
MO.US,D,19840425,000000,0.1618,0.16723,0.1618,0.16723,30053426,0
MO.US,D,19840426,000000,0.16723,0.16723,0.16723,0.16723,39379027,0
MO.US,D,19840427,000000,0.16723,0.16723,0.1618,0.1618,74604803,0
MO.US,D,19840430,000000,0.1618,0.16723,0.1618,0.16723,43474599,0
MO.US,D,19840501,000000,0.16723,0.16723,0.16723,0.16723,101716337,0
MO.US,D,19840502,000000,0.16723,0.16723,0.16723,0.16723,62971843,0
MO.US,D,19840503,000000,0.16723,0.16723,0.16723,0.16723,31822408,0
MO.US,D,19840504,000000,0.16723,0.17259,0.16723,0.16723,65144606,0
MO.US,D,19840507,000000,0.16723,0.17259,0.16723,0.17259,32322333,0
MO.US,D,19840508,000000,0.16723,0.17259,0.16723,0.17259,36302538,0
MO.US,D,19840509,000000,0.17259,0.17259,0.16723,0.17259,37936921,0
MO.US,D,19840510,000000,0.17259,0.17259,0.16723,0.16723,23015966,0
MO.US,D,19840511,000000,0.16723,0.17259,0.16723,0.16723,66009872,0
MO.US,D,19840514,000000,0.16723,0.16723,0.16723,0.16723,30803318,0
MO.US,D,19840515,000000,0.16723,0.16723,0.16723,0.16723,45166675,0
MO.US,D,19840516,000000,0.16723,0.16723,0.16723,0.16723,24900312,0
MO.US,D,19840517,000000,0.16723,0.16723,0.16723,0.16723,35841067,0
MO.US,D,19840518,000000,0.16723,0.16723,0.1618,0.1618,59356964,0
MO.US,D,19840521,000000,0.1618,0.16723,0.1618,0.1618,33610621,0
MO.US,D,19840522,000000,0.1618,0.16723,0.1618,0.1618,49050734,0
MO.US,D,19840523,000000,0.16723,0.16723,0.1618,0.1618,50204421,0
MO.US,D,19840524,000000,0.1618,0.1618,0.1618,0.1618,37629281,0
MO.US,D,19840525,000000,0.1618,0.1618,0.1618,0.1618,48166250,0
MO.US,D,19840529,000000,0.1618,0.1618,0.1563,0.1618,28207544,0
MO.US,D,19840530,000000,0.1618,0.1618,0.1618,0.1618,51550379,0
MO.US,D,19840531,000000,0.1618,0.1618,0.1618,0.1618,39359798,0
MO.US,D,19840601,000000,0.16723,0.16723,0.1618,0.16723,71874426,0
MO.US,D,19840604,000000,0.16723,0.16723,0.16723,0.16723,71239896,0
MO.US,D,19840605,000000,0.16723,0.16723,0.16723,0.16723,34668161,0
MO.US,D,19840606,000000,0.16723,0.17259,0.16723,0.17259,54088478,0
MO.US,D,19840607,000000,0.17259,0.17259,0.16723,0.16723,124982270,0
MO.US,D,19840608,000000,0.17259,0.17259,0.16723,0.17259,69528600,0
MO.US,D,19840611,000000,0.17259,0.17259,0.16723,0.16723,94255856,0
MO.US,D,19840612,000000,0.16723,0.16723,0.16723,0.16723,64779276,0
MO.US,D,19840613,000000,0.16723,0.16723,0.16723,0.16723,63202577,0
MO.US,D,19840614,000000,0.16723,0.16723,0.16723,0.16723,55357538,0
MO.US,D,19840615,000000,0.17259,0.17259,0.16723,0.16723,46339578,0
MO.US,D,19840618,000000,0.16723,0.17259,0.16723,0.17259,71643689,0
MO.US,D,19840619,000000,0.17259,0.17259,0.17259,0.17259,123405573,0
MO.US,D,19840620,000000,0.17259,0.17259,0.17259,0.17259,86891522,0
MO.US,D,19840621,000000,0.17259,0.17259,0.17259,0.17259,58722443,0
MO.US,D,19840622,000000,0.17259,0.17781,0.17259,0.17259,56299705,0
MO.US,D,19840625,000000,0.17259,0.17781,0.17259,0.17781,61356680,0
MO.US,D,19840626,000000,0.17781,0.17781,0.17781,0.17781,85507104,0
MO.US,D,19840627,000000,0.17781,0.17781,0.17781,0.17781,68278777,0
MO.US,D,19840628,000000,0.17781,0.17781,0.17259,0.17259,31399393,0
MO.US,D,19840629,000000,0.17259,0.17781,0.17259,0.17781,38071521,0
MO.US,D,19840702,000000,0.17781,0.17781,0.17781,0.17781,31476306,0
MO.US,D,19840703,000000,0.17781,0.17781,0.17781,0.17781,47012563,0
MO.US,D,19840705,000000,0.17781,0.17781,0.17781,0.17781,47781686,0
MO.US,D,19840706,000000,0.17781,0.17781,0.17781,0.17781,51319642,0
MO.US,D,19840709,000000,0.17781,0.17781,0.17781,0.17781,72278205,0
MO.US,D,19840710,000000,0.17781,0.17781,0.17781,0.17781,56261246,0
MO.US,D,19840711,000000,0.17781,0.17781,0.17781,0.17781,56415072,0
MO.US,D,19840712,000000,0.17781,0.17781,0.17259,0.17781,25342560,0
MO.US,D,19840713,000000,0.17781,0.17781,0.17781,0.17781,22285298,0
MO.US,D,19840716,000000,0.17781,0.17781,0.17781,0.17781,19401095,0
MO.US,D,19840717,000000,0.17781,0.17781,0.17781,0.17781,26092457,0
MO.US,D,19840718,000000,0.17781,0.17781,0.17781,0.17781,12940469,0
MO.US,D,19840719,000000,0.17781,0.17781,0.17781,0.17781,30534127,0
MO.US,D,19840720,000000,0.17781,0.17781,0.17781,0.17781,43282323,0
MO.US,D,19840723,000000,0.17259,0.17259,0.17259,0.17259,25381020,0
MO.US,D,19840724,000000,0.17259,0.17259,0.17259,0.17259,20150984,0
MO.US,D,19840725,000000,0.17259,0.17781,0.17259,0.17781,27188447,0
MO.US,D,19840726,000000,0.17781,0.17781,0.17259,0.17781,29765007,0
MO.US,D,19840727,000000,0.17781,0.17781,0.17781,0.17781,31937776,0
MO.US,D,19840730,000000,0.17781,0.17781,0.17259,0.17259,27803753,0
MO.US,D,19840731,000000,0.17259,0.17781,0.17259,0.17259,18305095,0
MO.US,D,19840801,000000,0.17781,0.18338,0.17781,0.18338,61029802,0
MO.US,D,19840802,000000,0.18338,0.18874,0.18338,0.18874,89429623,0
MO.US,D,19840803,000000,0.18874,0.19417,0.18874,0.19417,128174126,0
MO.US,D,19840806,000000,0.19417,0.19417,0.18874,0.18874,68855615,0
MO.US,D,19840807,000000,0.18874,0.19417,0.18874,0.19417,53876970,0
MO.US,D,19840808,000000,0.18874,0.19417,0.18874,0.18874,49358384,0
MO.US,D,19840809,000000,0.18874,0.19417,0.18874,0.19417,49416069,0
MO.US,D,19840810,000000,0.19417,0.19951,0.19417,0.19417,64279346,0
MO.US,D,19840813,000000,0.19417,0.19417,0.19417,0.19417,32995320,0
MO.US,D,19840814,000000,0.19417,0.19417,0.19417,0.19417,45051300,0
MO.US,D,19840815,000000,0.19417,0.19417,0.18874,0.18874,38148437,0
MO.US,D,19840816,000000,0.18874,0.19417,0.18874,0.18874,39379027,0
MO.US,D,19840817,000000,0.18874,0.18874,0.18874,0.18874,42628566,0
MO.US,D,19840820,000000,0.18874,0.18874,0.18338,0.18874,47204846,0
MO.US,D,19840821,000000,0.19417,0.19417,0.19417,0.19417,128943244,0
MO.US,D,19840822,000000,0.19417,0.19951,0.19417,0.19417,102216269,0
MO.US,D,19840823,000000,0.19417,0.19417,0.19417,0.19417,22977507,0
MO.US,D,19840824,000000,0.19417,0.19417,0.19417,0.19417,19478004,0
MO.US,D,19840827,000000,0.19417,0.19417,0.18874,0.18874,48493123,0
MO.US,D,19840828,000000,0.18874,0.19951,0.18874,0.19951,35321914,0
MO.US,D,19840829,000000,0.19951,0.19951,0.19951,0.19951,69797790,0
MO.US,D,19840830,000000,0.19951,0.19951,0.19417,0.19417,38590685,0
MO.US,D,19840831,000000,0.19417,0.19417,0.19417,0.19417,28226768,0
MO.US,D,19840904,000000,0.19417,0.19417,0.19417,0.19417,30687953,0
MO.US,D,19840905,000000,0.18874,0.19417,0.18874,0.19417,35494963,0
MO.US,D,19840906,000000,0.19417,0.19951,0.19417,0.19951,45108983,0
MO.US,D,19840907,000000,0.19951,0.19951,0.19417,0.19417,36648650,0
MO.US,D,19840910,000000,0.19417,0.19951,0.19417,0.19951,33610621,0
MO.US,D,19840911,000000,0.19951,0.19951,0.19951,0.19951,47762454,0
MO.US,D,19840912,000000,0.19951,0.19951,0.19417,0.19951,37744644,0
MO.US,D,19840913,000000,0.19951,0.19951,0.19951,0.19951,97870726,0
MO.US,D,19840914,000000,0.20502,0.20502,0.19951,0.19951,67798079,0
MO.US,D,19840917,000000,0.19951,0.19951,0.19951,0.19951,38109977,0
MO.US,D,19840918,000000,0.19951,0.19951,0.19951,0.19951,64202437,0
MO.US,D,19840919,000000,0.19951,0.19951,0.19951,0.19951,59606931,0
MO.US,D,19840920,000000,0.19951,0.20502,0.19951,0.20502,47474031,0
MO.US,D,19840921,000000,0.20502,0.20502,0.19951,0.19951,53377046,0
MO.US,D,19840924,000000,0.19951,0.19951,0.19951,0.19951,35245002,0
MO.US,D,19840925,000000,0.19951,0.20502,0.19951,0.19951,38898328,0
MO.US,D,19840926,000000,0.19951,0.20502,0.19951,0.20502,62145038,0
MO.US,D,19840927,000000,0.20502,0.20502,0.20502,0.20502,10556192,0
MO.US,D,19840928,000000,0.20502,0.20502,0.19951,0.20502,27034627,0
MO.US,D,19841001,000000,0.19951,0.20502,0.19951,0.20502,37206259,0
MO.US,D,19841002,000000,0.19951,0.19951,0.19951,0.19951,34033634,0
MO.US,D,19841003,000000,0.19417,0.19417,0.19417,0.19417,49627577,0
MO.US,D,19841004,000000,0.19417,0.19417,0.19417,0.19417,21400811,0
MO.US,D,19841005,000000,0.19417,0.19417,0.19417,0.19417,28303680,0
MO.US,D,19841008,000000,0.19417,0.19417,0.19417,0.19417,9267919,0
MO.US,D,19841009,000000,0.19417,0.19417,0.19417,0.19417,38532994,0
MO.US,D,19841010,000000,0.19417,0.19417,0.19417,0.19417,58260967,0
MO.US,D,19841011,000000,0.19417,0.19417,0.19417,0.19417,39167527,0
MO.US,D,19841012,000000,0.19417,0.19951,0.19417,0.19951,28399817,0
MO.US,D,19841015,000000,0.19951,0.20502,0.19951,0.19951,30707184,0
MO.US,D,19841016,000000,0.20502,0.20502,0.20502,0.20502,60606789,0
MO.US,D,19841017,000000,0.20502,0.20502,0.20502,0.20502,25996313,0
MO.US,D,19841018,000000,0.20502,0.21022,0.20502,0.21022,39244431,0
MO.US,D,19841019,000000,0.21022,0.21022,0.20502,0.21022,73047327,0
MO.US,D,19841022,000000,0.21022,0.21022,0.20502,0.21022,22323753,0
MO.US,D,19841023,000000,0.21022,0.21022,0.21022,0.21022,37129348,0
MO.US,D,19841024,000000,0.21022,0.21022,0.20502,0.20502,48031650,0
MO.US,D,19841025,000000,0.20502,0.20502,0.20502,0.20502,25054136,0
MO.US,D,19841026,000000,0.20502,0.20502,0.19951,0.20502,23265930,0
MO.US,D,19841029,000000,0.20502,0.20502,0.20502,0.20502,13190433,0
MO.US,D,19841030,000000,0.20502,0.21022,0.20502,0.21022,38417629,0
MO.US,D,19841031,000000,0.20502,0.21022,0.20502,0.20502,28899746,0
MO.US,D,19841101,000000,0.21022,0.21022,0.21022,0.21022,71278346,0
MO.US,D,19841102,000000,0.21022,0.21022,0.21022,0.21022,29976517,0
MO.US,D,19841105,000000,0.21022,0.21022,0.21022,0.21022,24477298,0
MO.US,D,19841106,000000,0.21022,0.21022,0.21022,0.21022,38321488,0
MO.US,D,19841107,000000,0.21022,0.21022,0.20502,0.21022,50608206,0
MO.US,D,19841108,000000,0.21022,0.21022,0.21022,0.21022,36456362,0
MO.US,D,19841109,000000,0.21022,0.21568,0.21022,0.21022,19843341,0
MO.US,D,19841112,000000,0.21022,0.21022,0.20502,0.21022,27649921,0
MO.US,D,19841113,000000,0.21022,0.21022,0.21022,0.21022,25496383,0
MO.US,D,19841114,000000,0.21022,0.21022,0.20502,0.21022,29995745,0
MO.US,D,19841115,000000,0.21022,0.21022,0.21022,0.21022,46589549,0
MO.US,D,19841116,000000,0.21022,0.21022,0.20502,0.20502,59895349,0
MO.US,D,19841119,000000,0.21022,0.21022,0.20502,0.20502,44436007,0
MO.US,D,19841120,000000,0.20502,0.21022,0.20502,0.21022,38456085,0
MO.US,D,19841121,000000,0.21022,0.21022,0.21022,0.21022,30072655,0
MO.US,D,19841123,000000,0.21022,0.21568,0.21022,0.21568,46935650,0
MO.US,D,19841126,000000,0.21568,0.21568,0.21022,0.21022,50185188,0
MO.US,D,19841127,000000,0.21022,0.21568,0.21022,0.21568,52877111,0
MO.US,D,19841128,000000,0.21568,0.21568,0.21022,0.21022,62221944,0
MO.US,D,19841129,000000,0.21022,0.21022,0.20502,0.20502,93525193,0
MO.US,D,19841130,000000,0.20502,0.21022,0.20502,0.21022,55069111,0
MO.US,D,19841203,000000,0.21022,0.21022,0.21022,0.21022,51454240,0
MO.US,D,19841204,000000,0.21022,0.21022,0.21022,0.21022,35110408,0
MO.US,D,19841205,000000,0.21022,0.21022,0.20502,0.20502,40955731,0
MO.US,D,19841206,000000,0.20502,0.21022,0.20502,0.21022,34591245,0
MO.US,D,19841207,000000,0.21022,0.21022,0.20502,0.20502,77700517,0
MO.US,D,19841210,000000,0.20502,0.20502,0.20502,0.20502,60356826,0
MO.US,D,19841211,000000,0.20502,0.20502,0.20502,0.20502,39782816,0
MO.US,D,19841212,000000,0.20502,0.20502,0.20502,0.20502,27592240,0
MO.US,D,19841213,000000,0.20502,0.20502,0.20502,0.20502,32841496,0
MO.US,D,19841214,000000,0.20502,0.20502,0.20502,0.20502,60106855,0
MO.US,D,19841217,000000,0.20502,0.20502,0.20502,0.20502,47281755,0
MO.US,D,19841218,000000,0.20502,0.21022,0.20502,0.21022,97370800,0
MO.US,D,19841219,000000,0.21022,0.21022,0.21022,0.21022,77392867,0
MO.US,D,19841220,000000,0.21022,0.21022,0.21022,0.21022,52684839,0
MO.US,D,19841221,000000,0.21022,0.21022,0.20502,0.21022,68932526,0
MO.US,D,19841224,000000,0.21022,0.21022,0.21022,0.21022,30514905,0
MO.US,D,19841226,000000,0.21022,0.21022,0.21022,0.21022,17516746,0
MO.US,D,19841227,000000,0.21022,0.21022,0.20502,0.20502,52088759,0
MO.US,D,19841228,000000,0.20502,0.21022,0.20502,0.21022,32726134,0
MO.US,D,19841231,000000,0.21022,0.21022,0.21022,0.21022,48743081,0
MO.US,D,19850102,000000,0.21022,0.21022,0.21022,0.21022,33706754,0
MO.US,D,19850103,000000,0.21022,0.21022,0.21022,0.21022,47339438,0
MO.US,D,19850104,000000,0.21022,0.21022,0.21022,0.21022,27515334,0
MO.US,D,19850107,000000,0.21022,0.21022,0.20502,0.21022,37071665,0
MO.US,D,19850108,000000,0.21022,0.21022,0.20502,0.21022,28495957,0
MO.US,D,19850109,000000,0.21022,0.21022,0.21022,0.21022,50185188,0
MO.US,D,19850110,000000,0.21022,0.21022,0.21022,0.21022,62106579,0
MO.US,D,19850111,000000,0.21022,0.21022,0.21022,0.21022,46397267,0
MO.US,D,19850114,000000,0.21022,0.21568,0.21022,0.21022,71220668,0
MO.US,D,19850115,000000,0.21568,0.21568,0.21022,0.21022,67490423,0
MO.US,D,19850116,000000,0.21022,0.21568,0.20502,0.21022,141268404,0
MO.US,D,19850117,000000,0.21022,0.21022,0.21022,0.21022,49396836,0
MO.US,D,19850118,000000,0.21022,0.21022,0.21022,0.21022,41167240,0
MO.US,D,19850121,000000,0.21022,0.21022,0.21022,0.21022,77450547,0
MO.US,D,19850122,000000,0.21022,0.21022,0.21022,0.21022,92294606,0
MO.US,D,19850123,000000,0.21022,0.21022,0.20502,0.21022,64567767,0
MO.US,D,19850124,000000,0.21022,0.21022,0.21022,0.21022,88929696,0
MO.US,D,19850125,000000,0.21022,0.21568,0.21022,0.21568,36475593,0
MO.US,D,19850128,000000,0.21568,0.21568,0.21568,0.21568,80084792,0
MO.US,D,19850129,000000,0.21568,0.22104,0.21568,0.22104,39975092,0
MO.US,D,19850130,000000,0.22104,0.22104,0.21568,0.22104,59472339,0
MO.US,D,19850131,000000,0.22104,0.22104,0.21568,0.21568,61568195,0
MO.US,D,19850201,000000,0.21568,0.21568,0.21568,0.21568,46877962,0
MO.US,D,19850204,000000,0.21568,0.22104,0.21568,0.22104,52492561,0
MO.US,D,19850205,000000,0.22656,0.22656,0.22656,0.22656,78719607,0
MO.US,D,19850206,000000,0.22656,0.22656,0.22656,0.22656,49339152,0
MO.US,D,19850207,000000,0.22656,0.22656,0.22656,0.22656,68567196,0
MO.US,D,19850208,000000,0.22656,0.22656,0.22656,0.22656,34495111,0
MO.US,D,19850211,000000,0.22656,0.22656,0.22656,0.22656,46281899,0
MO.US,D,19850212,000000,0.22656,0.23175,0.22656,0.23175,46339578,0
